X,CH1,CH2,
Second,Volt,Volt,
-1.3199995e-01,2.40000e+00,1.18400e+00,
-1.2799995e-01,2.48000e+00,1.19200e+00,
-1.2399995e-01,2.56000e+00,1.17600e+00,
-1.1999994e-01,2.48000e+00,1.18400e+00,
-1.1599999e-01,2.56000e+00,1.20800e+00,
-1.1199998e-01,2.48000e+00,1.17600e+00,
-1.0799997e-01,2.56000e+00,1.19200e+00,
-1.0399996e-01,2.48000e+00,1.19200e+00,
-9.9999957e-02,2.48000e+00,1.17600e+00,
-9.5999949e-02,2.40000e+00,1.19200e+00,
-9.1999941e-02,2.56000e+00,1.17600e+00,
-8.7999932e-02,2.48000e+00,1.18400e+00,
-8.3999984e-02,2.56000e+00,1.20800e+00,
-7.9999976e-02,2.48000e+00,1.18400e+00,
-7.5999968e-02,2.56000e+00,1.20000e+00,
-7.1999960e-02,2.48000e+00,1.18400e+00,
-6.7999952e-02,2.56000e+00,1.21600e+00,
-6.3999943e-02,2.48000e+00,1.15200e+00,
-5.9999932e-02,2.56000e+00,1.21600e+00,
-5.5999983e-02,2.48000e+00,1.17600e+00,
-5.1999975e-02,2.48000e+00,1.20000e+00,
-4.7999967e-02,2.48000e+00,1.18400e+00,
-4.3999959e-02,2.56000e+00,1.20000e+00,
-3.9999951e-02,2.48000e+00,1.15200e+00,
-3.5999943e-02,2.56000e+00,1.20800e+00,
-3.1999934e-02,2.48000e+00,1.18400e+00,
-2.7999926e-02,2.56000e+00,1.20800e+00,
-2.3999978e-02,2.48000e+00,1.18400e+00,
-1.9999970e-02,2.48000e+00,1.19200e+00,
-1.5999962e-02,2.48000e+00,1.19200e+00,
-1.1999954e-02,2.56000e+00,1.18400e+00,
-7.9999454e-03,2.48000e+00,1.17600e+00,
-3.9999373e-03,2.48000e+00,1.20000e+00,
7.0571900e-08,2.56000e+00,1.20800e+00,
4.0000193e-03,-9.60000e-01,0.00000e+00,
8.0000274e-03,-9.60000e-01,1.60000e-02,
1.2000035e-02,-8.80000e-01,0.00000e+00,
1.6000044e-02,-8.80000e-01,8.00000e-03,
2.0000052e-02,-9.60000e-01,1.60000e-02,
2.4000000e-02,-8.80000e-01,1.60000e-02,
2.8000068e-02,-9.60000e-01,-1.60000e-02,
3.2000016e-02,-8.00000e-01,1.60000e-02,
3.6000084e-02,-9.60000e-01,-8.00000e-03,
4.0000033e-02,-9.60000e-01,1.60000e-02,
4.4000100e-02,-8.00000e-01,0.00000e+00,
4.8000049e-02,-9.60000e-01,4.80000e-02,
5.1999997e-02,-8.00000e-01,0.00000e+00,
5.6000065e-02,-8.80000e-01,1.60000e-02,
6.0000014e-02,-9.60000e-01,0.00000e+00,
6.4000078e-02,-8.00000e-01,1.60000e-02,
6.8000026e-02,-9.60000e-01,0.00000e+00,
7.2000094e-02,-8.80000e-01,1.60000e-02,
7.6000042e-02,-9.60000e-01,0.00000e+00,
7.9999991e-02,-9.60000e-01,1.60000e-02,
8.4000058e-02,-8.00000e-01,0.00000e+00,
8.8000007e-02,-8.00000e-01,1.60000e-02,
9.2000075e-02,-9.60000e-01,0.00000e+00,
9.6000023e-02,-9.60000e-01,0.00000e+00,
1.0000009e-01,-8.00000e-01,1.60000e-02,
1.0400004e-01,-8.80000e-01,0.00000e+00,
1.0800011e-01,-9.60000e-01,1.60000e-02,
1.1200006e-01,-8.00000e-01,1.60000e-02,
1.1600000e-01,-9.60000e-01,0.00000e+00,
1.2000007e-01,-9.60000e-01,0.00000e+00,
1.2400002e-01,-8.00000e-01,8.00000e-02,
1.2800010e-01,-9.60000e-01,0.00000e+00,
1.3200004e-01,-8.00000e-01,1.60000e-02,
1.3600011e-01,-8.80000e-01,1.60000e-02,
1.4000006e-01,-9.60000e-01,0.00000e+00,
1.4400001e-01,-9.60000e-01,1.60000e-02,
1.4800008e-01,-8.00000e-01,0.00000e+00,
1.5200002e-01,-8.00000e-01,1.60000e-02,
1.5600009e-01,-9.60000e-01,-1.60000e-02,
1.6000004e-01,-8.00000e-01,8.00000e-03,
1.6400011e-01,-9.60000e-01,2.40000e-02,
1.6800006e-01,-8.80000e-01,0.00000e+00,
1.7200001e-01,-9.60000e-01,1.60000e-02,
1.7600007e-01,-8.80000e-01,1.60000e-02,
1.8000002e-01,-9.60000e-01,0.00000e+00,
1.8400009e-01,-9.60000e-01,1.60000e-02,
1.8800004e-01,-8.80000e-01,0.00000e+00,
1.9200011e-01,-8.00000e-01,4.80000e-02,
1.9600005e-01,-9.60000e-01,0.00000e+00,
2.0000000e-01,-8.00000e-01,1.60000e-02,
2.0400007e-01,-9.60000e-01,0.00000e+00,
2.0800002e-01,-8.80000e-01,1.60000e-02,
2.1200009e-01,-9.60000e-01,0.00000e+00,
2.1600004e-01,-8.80000e-01,8.00000e-03,
2.2000010e-01,-9.60000e-01,4.80000e-02,
