X,CH1,CH2,
Second,Volt,Volt,
-4.7200000e-01,2.48000e+00,1.19200e+00,
-4.6799999e-01,2.56000e+00,1.17600e+00,
-4.6399999e-01,2.48000e+00,1.19200e+00,
-4.5999998e-01,2.48000e+00,1.18400e+00,
-4.5599997e-01,2.48000e+00,1.19200e+00,
-4.5199996e-01,2.48000e+00,1.18400e+00,
-4.4800001e-01,2.48000e+00,1.19200e+00,
-4.4400001e-01,2.48000e+00,1.17600e+00,
-4.4000000e-01,2.48000e+00,1.18400e+00,
-4.3599999e-01,2.56000e+00,1.21600e+00,
-4.3199998e-01,2.48000e+00,1.20000e+00,
-4.2799997e-01,2.56000e+00,1.17600e+00,
-4.2399997e-01,2.48000e+00,1.19200e+00,
-4.1999996e-01,2.56000e+00,1.17600e+00,
-4.1600001e-01,2.48000e+00,1.24000e+00,
-4.1200000e-01,2.40000e+00,1.17600e+00,
-4.0799999e-01,2.48000e+00,1.19200e+00,
-4.0399998e-01,2.48000e+00,1.18400e+00,
-3.9999998e-01,2.48000e+00,1.20800e+00,
-3.9599997e-01,2.56000e+00,1.18400e+00,
-3.9199996e-01,2.48000e+00,1.18400e+00,
-3.8800001e-01,2.48000e+00,1.19200e+00,
-3.8400000e-01,2.48000e+00,1.18400e+00,
-3.8000000e-01,2.56000e+00,1.20800e+00,
-3.7599999e-01,2.48000e+00,1.18400e+00,
-3.7199998e-01,2.56000e+00,1.20800e+00,
-3.6799997e-01,2.56000e+00,1.19200e+00,
-3.6399996e-01,2.40000e+00,1.18400e+00,
-3.5999995e-01,2.48000e+00,1.19200e+00,
-3.5600001e-01,2.48000e+00,1.18400e+00,
-3.5200000e-01,2.56000e+00,1.17600e+00,
-3.4799999e-01,2.40000e+00,1.20000e+00,
-3.4399998e-01,2.48000e+00,1.18400e+00,
-3.3999997e-01,2.56000e+00,1.20000e+00,
-3.3599997e-01,2.48000e+00,1.19200e+00,
-3.3199996e-01,2.56000e+00,1.17600e+00,
-3.2800001e-01,2.48000e+00,1.18400e+00,
-3.2400000e-01,2.56000e+00,1.20800e+00,
-3.1999999e-01,2.48000e+00,1.20000e+00,
-3.1599998e-01,2.56000e+00,1.14400e+00,
-3.1199998e-01,2.48000e+00,1.19200e+00,
-3.0799997e-01,2.48000e+00,1.17600e+00,
