X,CH1,CH2,
Second,Volt,Volt,
9.7000003e-01,-9.60000e-01,2.48000e-01,
9.8000002e-01,-8.00000e-01,3.36000e-01,
9.9000001e-01,-9.60000e-01,2.64000e-01,
1.0000000e+00,-9.60000e-01,3.04000e-01,
1.0100000e+00,-8.00000e-01,2.64000e-01,
1.0200000e+00,-8.00000e-01,2.96000e-01,
1.0300000e+00,-9.60000e-01,2.48000e-01,
1.0400000e+00,-8.00000e-01,2.80000e-01,
1.0500000e+00,-8.80000e-01,2.16000e-01,
1.0599999e+00,-8.00000e-01,2.72000e-01,
1.0700001e+00,-9.60000e-01,2.24000e-01,
1.0800000e+00,-9.60000e-01,2.64000e-01,
1.0900000e+00,-8.00000e-01,2.16000e-01,
1.1000000e+00,-8.80000e-01,2.48000e-01,
1.1100000e+00,-8.00000e-01,2.00000e-01,
1.1200000e+00,-8.00000e-01,2.40000e-01,
1.1300000e+00,-9.60000e-01,2.00000e-01,
1.1400000e+00,-8.00000e-01,1.92000e-01,
1.1500000e+00,-9.60000e-01,2.40000e-01,
1.1600000e+00,-8.80000e-01,2.24000e-01,
1.1700000e+00,-8.00000e-01,1.84000e-01,
1.1799999e+00,-8.80000e-01,1.68000e-01,
1.1899999e+00,-8.00000e-01,2.32000e-01,
1.1999999e+00,-8.00000e-01,2.00000e-01,
1.2100000e+00,-9.60000e-01,1.60000e-01,
1.2200000e+00,-8.80000e-01,1.84000e-01,
1.2300000e+00,-8.00000e-01,1.44000e-01,
1.2400000e+00,-8.80000e-01,1.84000e-01,
1.2500000e+00,-8.00000e-01,1.44000e-01,
1.2600000e+00,-8.00000e-01,1.60000e-01,
1.2700000e+00,-9.60000e-01,1.36000e-01,
1.2800000e+00,-9.60000e-01,1.52000e-01,
1.2900000e+00,-8.00000e-01,1.28000e-01,
1.3000000e+00,-9.60000e-01,1.60000e-01,
1.3099999e+00,-8.00000e-01,1.12000e-01,
1.3199999e+00,-8.00000e-01,1.36000e-01,
1.3299999e+00,-9.60000e-01,1.04000e-01,
1.3400000e+00,-8.80000e-01,1.28000e-01,
1.3500000e+00,-8.00000e-01,9.60000e-02,
1.3600000e+00,-8.00000e-01,1.12000e-01,
1.3700000e+00,-9.60000e-01,9.60000e-02,
1.3800000e+00,-8.00000e-01,1.04000e-01,
1.3900000e+00,-9.60000e-01,8.00000e-02,
1.4000000e+00,-9.60000e-01,9.60000e-02,
1.4100000e+00,-8.00000e-01,7.20000e-02,
1.4200000e+00,-9.60000e-01,8.80000e-02,
1.4299999e+00,-8.00000e-01,7.20000e-02,
1.4399999e+00,-8.80000e-01,8.00000e-02,
1.4499999e+00,-8.00000e-01,6.40000e-02,
1.4599999e+00,-8.00000e-01,6.40000e-02,
1.4700000e+00,-9.60000e-01,8.80000e-02,
1.4800000e+00,-8.00000e-01,6.40000e-02,
1.4900000e+00,-9.60000e-01,5.60000e-02,
1.5000000e+00,-8.80000e-01,6.40000e-02,
1.5100000e+00,-8.00000e-01,2.40000e-02,
1.5200000e+00,-8.80000e-01,4.80000e-02,
1.5300000e+00,-8.00000e-01,2.40000e-02,
1.5400000e+00,-9.60000e-01,2.40000e-02,
1.5500000e+00,-8.00000e-01,3.20000e-02,
1.5599999e+00,-9.60000e-01,3.20000e-02,
1.5699999e+00,-8.00000e-01,2.40000e-02,
1.5799999e+00,-8.00000e-01,2.40000e-02,
1.5899999e+00,-9.60000e-01,8.00000e-03,
1.6000000e+00,-9.60000e-01,-8.00000e-03,
1.6100000e+00,-8.00000e-01,8.00000e-03,
1.6200000e+00,-8.00000e-01,2.40000e-02,
1.6300000e+00,-9.60000e-01,-8.00000e-03,
1.6400000e+00,-8.80000e-01,2.40000e-02,
1.6500000e+00,-8.00000e-01,-8.00000e-03,
1.6600000e+00,-9.60000e-01,8.00000e-03,
1.6700000e+00,-8.00000e-01,0.00000e+00,
1.6799999e+00,-9.60000e-01,2.40000e-02,
1.6900001e+00,-8.00000e-01,-8.00000e-03,
1.7000000e+00,-8.00000e-01,1.60000e-02,
1.7100000e+00,-9.60000e-01,0.00000e+00,
1.7200000e+00,-9.60000e-01,0.00000e+00,
1.7300000e+00,-8.00000e-01,2.40000e-02,
1.7400000e+00,-9.60000e-01,1.60000e-02,
1.7500000e+00,-8.00000e-01,-8.00000e-03,
1.7600000e+00,-8.80000e-01,8.00000e-03,
1.7700000e+00,-8.00000e-01,1.60000e-02,
1.7800000e+00,-8.00000e-01,-8.00000e-03,
1.7900000e+00,-9.60000e-01,1.60000e-02,
1.8000000e+00,-8.00000e-01,8.00000e-03,
1.8099999e+00,-9.60000e-01,2.40000e-02,
1.8200001e+00,-7.20000e-01,8.00000e-03,
1.8300000e+00,-9.60000e-01,3.20000e-02,
1.8400000e+00,-8.00000e-01,2.40000e-02,
1.8500000e+00,-9.60000e-01,0.00000e+00,
1.8600000e+00,-8.80000e-01,8.00000e-03,
1.8700000e+00,-8.00000e-01,2.40000e-02,
1.8800000e+00,-8.00000e-01,0.00000e+00,
1.8900000e+00,-9.60000e-01,1.60000e-02,
1.9000000e+00,-9.60000e-01,2.40000e-02,
1.9100000e+00,-8.00000e-01,0.00000e+00,
1.9200000e+00,-7.20000e-01,0.00000e+00,
1.9299999e+00,-9.60000e-01,2.40000e-02,
1.9399999e+00,-8.00000e-01,0.00000e+00,
1.9500000e+00,-9.60000e-01,2.40000e-02,
1.9600000e+00,-9.60000e-01,2.40000e-02,
1.9700000e+00,-8.00000e-01,-8.00000e-03,
1.9800000e+00,-8.00000e-01,8.00000e-03,
1.9900000e+00,-9.60000e-01,1.60000e-02,
2.0000000e+00,-8.80000e-01,8.00000e-03,
2.0100000e+00,2.56000e+00,1.04000e+00,
2.0200000e+00,2.48000e+00,7.60000e-01,
2.0300000e+00,2.56000e+00,9.44000e-01,
2.0400000e+00,2.48000e+00,7.68000e-01,
2.0500000e+00,2.56000e+00,6.08000e-01,
2.0599999e+00,2.48000e+00,7.36000e-01,
2.0699999e+00,2.56000e+00,8.16000e-01,
2.0799999e+00,2.56000e+00,8.00000e-01,
2.0899999e+00,2.48000e+00,8.88000e-01,
2.0999999e+00,2.48000e+00,8.80000e-01,
2.1099999e+00,2.48000e+00,9.60000e-01,
2.1199999e+00,2.56000e+00,9.52000e-01,
2.1299999e+00,2.40000e+00,1.04800e+00,
2.1399999e+00,2.48000e+00,1.03200e+00,
2.1499999e+00,2.56000e+00,1.08000e+00,
2.1599998e+00,2.48000e+00,1.08000e+00,
2.1699998e+00,2.56000e+00,1.01600e+00,
2.1799998e+00,2.48000e+00,1.07200e+00,
2.1899998e+00,2.48000e+00,1.09600e+00,
2.2000000e+00,2.48000e+00,1.09600e+00,
2.2100000e+00,2.56000e+00,1.08000e+00,
2.2200000e+00,2.48000e+00,1.09600e+00,
2.2300000e+00,2.56000e+00,1.08000e+00,
2.2400000e+00,2.48000e+00,1.09600e+00,
2.2500000e+00,2.56000e+00,1.08800e+00,
2.2600000e+00,2.48000e+00,1.08000e+00,
2.2700000e+00,2.56000e+00,1.12000e+00,
2.2800000e+00,2.48000e+00,1.09600e+00,
2.2900000e+00,2.56000e+00,1.11200e+00,
2.3000000e+00,2.48000e+00,1.08800e+00,
2.3099999e+00,2.56000e+00,1.12000e+00,
2.3199999e+00,2.48000e+00,1.11200e+00,
2.3299999e+00,2.48000e+00,1.09600e+00,
2.3399999e+00,2.48000e+00,1.11200e+00,
2.3499999e+00,2.56000e+00,1.09600e+00,
2.3599999e+00,2.48000e+00,1.09600e+00,
2.3699999e+00,2.56000e+00,1.11200e+00,
2.3799999e+00,2.48000e+00,1.11200e+00,
2.3899999e+00,2.56000e+00,1.09600e+00,
2.3999999e+00,2.48000e+00,1.09600e+00,
2.4099998e+00,2.48000e+00,1.11200e+00,
2.4199998e+00,2.48000e+00,1.11200e+00,
2.4299998e+00,2.48000e+00,1.09600e+00,
2.4399998e+00,2.48000e+00,1.11200e+00,
2.4499998e+00,2.48000e+00,1.09600e+00,
2.4600000e+00,2.48000e+00,1.09600e+00,
