X,CH1,CH2,
Second,Volt,Volt,
2.2400001e-01,3.60000e-01,0.00000e+00,
2.2800002e-01,4.40000e-01,0.00000e+00,
2.3200001e-01,4.00000e-01,0.00000e+00,
2.3600002e-01,3.20000e-01,-4.00000e-02,
2.4000001e-01,3.60000e-01,0.00000e+00,
2.4400002e-01,2.80000e-01,0.00000e+00,
2.4800001e-01,3.20000e-01,0.00000e+00,
2.5200000e-01,2.60000e-01,4.00000e-02,
2.5600001e-01,2.60000e-01,0.00000e+00,
2.6000002e-01,2.80000e-01,0.00000e+00,
2.6400000e-01,2.60000e-01,0.00000e+00,
2.6800001e-01,2.80000e-01,0.00000e+00,
2.7200001e-01,2.40000e-01,0.00000e+00,
2.7600002e-01,2.80000e-01,0.00000e+00,
2.8000000e-01,2.80000e-01,0.00000e+00,
2.8400001e-01,2.40000e-01,0.00000e+00,
2.8800002e-01,2.60000e-01,0.00000e+00,
2.9200003e-01,2.80000e-01,0.00000e+00,
2.9600000e-01,2.60000e-01,0.00000e+00,
3.0000001e-01,2.80000e-01,0.00000e+00,
3.0400002e-01,2.40000e-01,0.00000e+00,
3.0800003e-01,2.80000e-01,0.00000e+00,
3.1200001e-01,2.80000e-01,0.00000e+00,
3.1600001e-01,2.40000e-01,0.00000e+00,
3.2000002e-01,2.60000e-01,0.00000e+00,
3.2400000e-01,2.40000e-01,0.00000e+00,
3.2800001e-01,2.80000e-01,0.00000e+00,
3.3200002e-01,2.40000e-01,0.00000e+00,
3.3600003e-01,2.80000e-01,0.00000e+00,
3.4000000e-01,2.40000e-01,4.00000e-02,
3.4400001e-01,2.40000e-01,0.00000e+00,
3.4800002e-01,2.80000e-01,0.00000e+00,
3.5200003e-01,2.40000e-01,0.00000e+00,
3.5600001e-01,2.80000e-01,0.00000e+00,
3.6000001e-01,2.80000e-01,0.00000e+00,
3.6400002e-01,2.40000e-01,0.00000e+00,
3.6800003e-01,2.60000e-01,0.00000e+00,
3.7200001e-01,2.80000e-01,4.00000e-02,
3.7600002e-01,2.80000e-01,0.00000e+00,
3.8000003e-01,2.40000e-01,4.00000e-02,
3.8400003e-01,2.60000e-01,0.00000e+00,
3.8800001e-01,2.80000e-01,4.00000e-02,
3.9200002e-01,2.60000e-01,0.00000e+00,
3.9600003e-01,2.40000e-01,0.00000e+00,
4.0000001e-01,2.40000e-01,-4.00000e-02,
4.0400001e-01,2.60000e-01,4.00000e-02,
4.0800002e-01,2.80000e-01,0.00000e+00,
4.1200003e-01,2.40000e-01,0.00000e+00,
4.1600001e-01,2.40000e-01,0.00000e+00,
4.2000002e-01,2.80000e-01,-4.00000e-02,
4.2400002e-01,2.40000e-01,0.00000e+00,
4.2800003e-01,2.80000e-01,0.00000e+00,
4.3200001e-01,2.60000e-01,0.00000e+00,
4.3600002e-01,2.40000e-01,-4.00000e-02,
4.4000003e-01,2.80000e-01,0.00000e+00,
4.4400004e-01,2.40000e-01,0.00000e+00,
4.4800001e-01,2.40000e-01,0.00000e+00,
4.5200002e-01,2.80000e-01,4.00000e-02,
4.5600003e-01,2.40000e-01,0.00000e+00,
4.6000001e-01,2.80000e-01,0.00000e+00,
4.6400002e-01,2.40000e-01,0.00000e+00,
4.6800002e-01,2.80000e-01,0.00000e+00,
4.7200003e-01,2.60000e-01,0.00000e+00,
4.7600001e-01,2.40000e-01,-4.00000e-02,
4.8000002e-01,2.40000e-01,0.00000e+00,
4.8400003e-01,2.80000e-01,-4.00000e-02,
4.8800004e-01,2.60000e-01,0.00000e+00,
4.9200001e-01,2.40000e-01,-4.00000e-02,
4.9600002e-01,2.80000e-01,0.00000e+00,
5.0000000e-01,2.40000e-01,0.00000e+00,
5.0400001e-01,2.40000e-01,0.00000e+00,
5.0800002e-01,2.80000e-01,4.00000e-02,
5.1200002e-01,2.40000e-01,0.00000e+00,
5.1600003e-01,2.80000e-01,0.00000e+00,
5.2000004e-01,2.40000e-01,0.00000e+00,
5.2400005e-01,2.80000e-01,0.00000e+00,
5.2800000e-01,2.60000e-01,0.00000e+00,
5.3200001e-01,2.40000e-01,0.00000e+00,
5.3600001e-01,2.40000e-01,0.00000e+00,
5.4000002e-01,2.80000e-01,0.00000e+00,
5.4400003e-01,2.60000e-01,0.00000e+00,
5.4800004e-01,2.40000e-01,-4.00000e-02,
5.5200005e-01,2.40000e-01,0.00000e+00,
5.5600005e-01,2.80000e-01,4.00000e-02,
5.6000000e-01,2.40000e-01,0.00000e+00,
5.6400001e-01,2.60000e-01,0.00000e+00,
5.6800002e-01,2.40000e-01,0.00000e+00,
5.7200003e-01,2.80000e-01,-4.00000e-02,
5.7600003e-01,2.60000e-01,0.00000e+00,
5.8000004e-01,2.40000e-01,0.00000e+00,
5.8400005e-01,2.60000e-01,0.00000e+00,
5.8800000e-01,2.40000e-01,0.00000e+00,
5.9200001e-01,2.60000e-01,0.00000e+00,
5.9600002e-01,2.40000e-01,4.00000e-02,
6.0000002e-01,2.60000e-01,0.00000e+00,
6.0400003e-01,2.40000e-01,0.00000e+00,
6.0800004e-01,2.60000e-01,-4.00000e-02,
6.1200005e-01,2.40000e-01,4.00000e-02,
6.1600006e-01,2.40000e-01,0.00000e+00,
6.2000000e-01,2.80000e-01,0.00000e+00,
6.2400001e-01,2.80000e-01,0.00000e+00,
6.2800002e-01,2.40000e-01,-4.00000e-02,
6.3200003e-01,2.60000e-01,0.00000e+00,
6.3600004e-01,2.40000e-01,0.00000e+00,
6.4000005e-01,2.60000e-01,0.00000e+00,
6.4400005e-01,2.40000e-01,-4.00000e-02,
6.4800000e-01,2.60000e-01,0.00000e+00,
6.5200001e-01,2.40000e-01,0.00000e+00,
6.5600002e-01,2.60000e-01,0.00000e+00,
6.6000003e-01,2.40000e-01,-4.00000e-02,
6.6400003e-01,2.60000e-01,0.00000e+00,
6.6800004e-01,2.40000e-01,0.00000e+00,
6.7200005e-01,2.60000e-01,0.00000e+00,
6.7600006e-01,2.40000e-01,0.00000e+00,
6.8000001e-01,2.40000e-01,0.00000e+00,
6.8400002e-01,2.80000e-01,4.00000e-02,
6.8800002e-01,2.60000e-01,0.00000e+00,
6.9200003e-01,2.40000e-01,0.00000e+00,
6.9600004e-01,2.60000e-01,0.00000e+00,
7.0000005e-01,2.40000e-01,0.00000e+00,
7.0400006e-01,2.60000e-01,0.00000e+00,
7.0800000e-01,2.40000e-01,0.00000e+00,
7.1200001e-01,2.60000e-01,0.00000e+00,
7.1600002e-01,2.40000e-01,0.00000e+00,
7.2000003e-01,2.40000e-01,0.00000e+00,
7.2400004e-01,2.60000e-01,0.00000e+00,
7.2800004e-01,2.40000e-01,0.00000e+00,
7.3200005e-01,2.80000e-01,0.00000e+00,
7.3600006e-01,2.60000e-01,0.00000e+00,
7.4000001e-01,2.40000e-01,0.00000e+00,
7.4400002e-01,2.60000e-01,0.00000e+00,
7.4800003e-01,2.40000e-01,0.00000e+00,
7.5200003e-01,2.60000e-01,0.00000e+00,
7.5600004e-01,2.40000e-01,0.00000e+00,
7.6000005e-01,2.60000e-01,0.00000e+00,
7.6400006e-01,2.40000e-01,-4.00000e-02,
7.6800007e-01,2.60000e-01,0.00000e+00,
7.7200001e-01,2.40000e-01,0.00000e+00,
7.7600002e-01,2.60000e-01,0.00000e+00,
7.8000003e-01,2.40000e-01,0.00000e+00,
7.8400004e-01,2.40000e-01,0.00000e+00,
7.8800005e-01,2.60000e-01,4.00000e-02,
7.9200006e-01,2.60000e-01,0.00000e+00,
7.9600006e-01,2.40000e-01,4.00000e-02,
8.0000001e-01,2.60000e-01,0.00000e+00,
8.0400002e-01,2.40000e-01,0.00000e+00,
8.0800003e-01,2.60000e-01,0.00000e+00,
8.1200004e-01,2.40000e-01,-4.00000e-02,
8.1600004e-01,2.60000e-01,0.00000e+00,
8.2000005e-01,2.40000e-01,0.00000e+00,
8.2400006e-01,2.40000e-01,0.00000e+00,
8.2800007e-01,2.80000e-01,-4.00000e-02,
